g,mY,gY,mU,kD,gU,b,bs,mUs
0.9783,0.125,4.1326,59.3576,1.3477,0.0068593,0.666685,11.61333,NA
0.58519,0.125,9.5243,4.6896,23.5063,0.0072278,0.543799,1.497275,NA
0.39758,0.125,7.4283,88.94,58.0138,0.0025136,0.93471,1.79819,NA
0.35764,0.125,3.4601,51.9822,50.1047,0.0091297,0.112715,10.173675,NA
0.69061,0.125,5.2414,125.1382,55.8164,0.0028522,0.334489,14.796965,NA
0.28672,0.125,7.0212,48.4612,92.545,0.0010819,0.716545,12.683385,NA
0.41037,0.125,4.7841,65.5686,1.7769,0.0008043,0.492068,10.1114,NA
0.27848,0.125,6.3442,138.8732,5.1262,0.0010488,0.627857,15.0838,NA
0.11856,0.125,1.1446,78.7894,96.5415,0.0068994,0.018697,2.668435,NA
0.26702,0.125,0.9429,116.8148,19.8385,0.0040576,0.366012,6.59327,NA
0.54951,0.125,2.4985,71.2738,52.8306,0.0002301,0.975683,7.277415,NA
0.02063,0.125,4.6107,100.9788,47.8219,0.006313,0.139856,8.74137,NA
0.45831,0.125,2.5576,197.0212,35.3361,0.0026168,0.2461,6.488815,NA
0.13349,0.125,9.1032,168.084,31.7494,0.0084962,0.210479,13.801765,NA
0.62511,0.125,0.1637,149.7404,96.9011,0.0066806,0.192171,6.63665,NA
0.74442,0.125,8.7259,29.6032,52.4873,0.0078376,0.812588,14.127695,NA
0.18785,0.125,1.6329,20.081,83.7301,0.0037209,0.966898,9.28285,NA
0.80547,0.125,7.8058,3.6328,62.6311,0.0092614,0.795085,15.074405,NA
0.95174,0.125,3.531,180.135,0.3224,0.0096918,0.449854,14.943905,NA
0.57931,0.125,7.7436,57.4954,36.2344,0.0040075,0.207593,6.92079,NA
0.34766,0.125,2.4552,92.5396,39.7373,0.002639,0.456097,14.97131,NA
0.37424,0.125,7.7699,72.8652,98.4788,0.0071214,0.933766,13.056485,NA
0.01538,0.125,4.09,80.6986,66.7878,0.0001369,0.139802,3.063195,NA
0.00335,0.125,8.7383,61.3272,3.7163,0.001083,0.054599,11.867475,NA
0.86268,0.125,4.7719,54.6392,24.6725,0.006442,0.849521,6.982935,NA
0.01325,0.125,4.8402,165.7728,35.7314,0.0077962,0.310897,13.544625,NA
0.27037,0.125,7.8638,170.3626,50.3438,0.0044961,0.015149,9.21078,NA
0.4474,0.125,2.3497,144.549,81.0927,0.00458,0.898937,10.096825,NA
0.98991,0.125,1.7084,48.5606,79.3784,0.0062155,0.419523,3.43428,NA
0.27123,0.125,6.9236,123.006,59.5193,0.0090244,0.569893,2.272365,NA
0.61291,0.125,7.905,43.9884,70.3821,0.0001397,0.528355,8.14907,NA
0.26543,0.125,2.5554,89.1984,19.2621,0.0075475,0.839928,4.85855,NA
0.20502,0.125,8.3383,184.6306,69.4476,0.0052401,0.101758,1.775255,NA
0.68954,0.125,5.5475,101.1616,35.4936,0.0092878,0.999515,13.93671,NA
0.10742,0.125,3.6996,22.8532,39.7786,0.002964,0.550344,9.09066,NA
0.95674,0.125,4.0565,105.7218,79.4263,0.0070309,1.053185,4.760655,NA
0.15136,0.125,7.0457,113.0026,95.8713,0.0046729,0.594938,0.43629,NA
0.43882,0.125,0.4666,7.5366,81.1224,0.0094314,0.491876,0.402375,NA
0.52913,0.125,5.2562,181.0838,14.7749,0.0049028,0.183852,2.84437,NA
0.10901,0.125,4.2614,135.1562,64.4148,0.0078913,1.040947,2.136095,NA
0.42275,0.125,5.3055,90.6406,32.7406,0.0083455,0.681981,14.65737,NA
0.99558,0.125,5.3411,48.5834,61.2986,0.0040189,0.703134,6.022335,NA
0.80385,0.125,3.2938,40.3694,51.5892,0.0001106,0.418968,12.00678,NA
0.82475,0.125,3.6718,61.9402,1.6668,0.0039749,0.935622,7.36672,NA
0.25099,0.125,7.7407,16.2916,2.7173,0.0004715,0.528563,12.504195,NA
0.03803,0.125,4.1869,83.0398,27.0754,0.0099931,0.834224,14.79845,NA
0.04246,0.125,8.3518,48.4828,23.2783,0.006268,0.012934,12.247205,NA
0.19713,0.125,4.1529,16.4724,71.7388,0.0040927,0.751183,11.595235,NA
0.45091,0.125,7.7173,152.5164,28.6512,0.0081092,1.076096,0.76673,NA
0.35226,0.125,9.4757,33.0198,55.7153,0.008941,1.070287,9.634085,NA
0.88464,0.125,6.9422,125.7572,0.6198,0.0095872,0.198998,2.155205,NA
0.25013,0.125,4.0004,161.4232,93.9057,0.0033651,0.441303,13.21987,NA
0.2499,0.125,5.81,160.6104,7.4313,0.0045693,0.613713,2.254835,NA
0.2594,0.125,8.719,72.8782,65.8462,0.0039304,0.581893,7.416815,NA
0.28019,0.125,9.8221,40.6674,4.0334,0.0061138,0.762601,6.797685,NA
0.57511,0.125,9.17,4.0002,31.6565,0.0072979,0.419136,14.907885,NA
0.3236,0.125,7.825,39.3798,28.2109,0.0047221,0.924325,15.21513,NA
0.82592,0.125,6.4374,105.986,8.3296,0.0022184,0.459408,12.86279,NA
0.63457,0.125,1.0978,184.9238,63.5192,0.0057314,0.259967,13.73924,NA
0.62651,0.125,3.7094,175.058,63.7653,0.0048359,0.161477,1.218245,NA
0.71469,0.125,1.8019,195.9572,54.863,0.0027127,0.651839,4.575535,NA
0.12587,0.125,5.5143,183.9824,96.4993,0.008263,0.725838,8.04948,NA
0.76995,0.125,9.141,146.3276,0.1367,0.0060044,0.723317,15.373465,NA
0.71258,0.125,2.2652,4.7296,56.1816,0.0028911,0.064963,14.293295,NA
0.62093,0.125,9.9303,179.1848,19.5093,0.006713,0.890192,9.53404,NA
0.54746,0.125,2.2788,127.5022,6.3384,0.0093923,0.973797,5.406695,NA
0.26416,0.125,9.6262,38.0218,42.5624,0.0025287,0.08704,7.86543,NA
0.27933,0.125,6.9787,192.0878,10.6972,0.0076175,0.239523,8.57617,NA
0.90168,0.125,9.3741,21.3684,53.6211,0.0008263,0.941644,1.918695,NA
0.47878,0.125,7.0654,32.995,21.0446,0.0015902,1.01565,15.084015,NA
0.59175,0.125,4.3869,47.8818,94.5897,0.0040271,0.948447,11.03949,NA
0.5676,0.125,2.1183,130.061,75.3086,0.002589,1.025489,9.99579,NA
0.19539,0.125,1.6207,190.3982,92.1009,0.0072385,0.847811,13.757965,NA
0.14857,0.125,1.7712,138.1504,77.9428,0.0090339,0.163665,7.635355,NA
0.07077,0.125,0.9283,15.7332,17.0881,0.0025455,0.677798,12.707035,NA
0.65731,0.125,3.2166,63.3662,20.1302,0.0058112,0.959463,15.235795,NA
0.79108,0.125,9.5778,188.0906,89.9064,0.0084124,1.050619,11.199145,NA
0.77138,0.125,0.5858,13.9974,77.8383,0.0044065,0.670177,15.460055,NA
0.1015,0.125,4.5047,106.747,37.9618,0.0071916,0.535989,13.29804,NA
0.63153,0.125,7.5949,69.8054,6.808,0.0028179,0.533788,7.443675,NA
0.76247,0.125,3.9569,22.5556,68.0446,0.0063925,0.358921,8.737135,NA
0.36986,0.125,4.26,184.9226,0.6492,0.0029487,0.332651,5.02272,NA
0.56995,0.125,0.9808,146.8696,0.8969,0.0062012,0.939136,7.192525,NA
0.46668,0.125,4.9299,143.9478,76.1312,0.0066057,0.616889,8.39655,NA
0.58418,0.125,4.2021,15.0266,21.7714,0.0008184,0.528811,11.447465,NA
0.17425,0.125,2.964,92.19,16.0148,0.0097209,0.756194,6.16661,NA
0.45855,0.125,3.7009,164.2688,79.9719,0.0057493,0.396473,14.756275,NA
0.22555,0.125,2.1087,46.8182,57.7977,0.0065487,0.926134,13.7985,NA
0.25406,0.125,4.4869,40.4404,72.3342,0.0031805,0.549842,8.186885,NA
0.68585,0.125,5.2076,135.1114,13.2328,0.0012445,0.736954,12.058105,NA
0.93805,0.125,9.4482,76.3866,43.8695,0.0010818,0.361892,0.659875,NA
0.67474,0.125,2.1852,164.6764,69.2708,0.0001254,0.524427,15.45434,NA
0.91666,0.125,6.2156,27.2184,99.7358,0.0027671,0.395064,9.94596,NA
0.94064,0.125,9.1447,193.2614,12.0066,0.0068166,0.685724,12.525535,NA
0.64957,0.125,3.725,16.3822,21.3836,0.0051741,0.846686,6.82204,NA
0.72017,0.125,3.3033,41.2068,44.3834,0.0053724,0.651329,8.6333,NA
0.38436,0.125,2.7156,96.9416,27.809,0.007212,0.410835,2.83841,NA
0.07924,0.125,6.8403,55.581,74.5468,0.0044383,1.030635,6.79999,NA
0.06798,0.125,8.4538,31.7668,29.047,0.0048026,0.081684,1.22979,NA
0.05019,0.125,3.5615,178.6918,24.8483,0.0003279,0.116527,1.507665,NA
0.00542,0.125,5.6315,182.184,33.6423,0.0014196,0.773802,5.166475,NA
0.16284,0.125,1.0796,109.3204,29.6567,0.0083007,0.76269,9.638935,NA
0.3317,0.125,6.9793,14.8626,22.732,0.0086855,1.035879,12.748885,NA
0.14041,0.125,4.646,194.1398,83.3411,0.0003166,0.568848,11.1075,NA
0.42962,0.125,1.8369,141.3196,43.5943,0.0050476,0.178811,8.441585,NA
0.63236,0.125,4.8641,160.424,62.1811,0.0083991,0.120838,9.661945,NA
0.75092,0.125,2.61,157.5808,1.9293,0.0035327,0.778087,6.264685,NA
0.69688,0.125,3.1467,145.9358,9.6463,0.0006204,0.564033,13.190525,NA
0.99492,0.125,5.816,93.9388,96.2813,0.0027805,0.045894,0.12512,NA
0.97279,0.125,2.8776,134.9734,28.7133,0.0074451,0.111169,7.45691,NA
0.17708,0.125,7.5294,132.0502,3.136,0.002319,1.00942,7.44784,NA
0.8533,0.125,1.0458,191.5932,27.6588,0.0086445,0.175917,7.948205,NA
0.87832,0.125,8.9726,118.6952,87.7677,0.0005811,0.725376,3.27309,NA
0.36013,0.125,6.3364,0.7748,65.4792,0.0043366,0.396336,0.358885,NA
0.21247,0.125,8.6998,29.524,34.8684,0.0051367,1.042756,8.483755,NA
0.15355,0.125,2.7348,57.6626,57.3502,0.0024408,0.367066,0.99848,NA
0.95952,0.125,1.1884,175.3948,68.7001,0.0015618,0.079982,13.225175,NA
0.12202,0.125,1.0064,86.9882,6.3224,0.0095668,0.238794,13.02928,NA
0.72404,0.125,3.5039,191.4918,75.1141,0.0091301,0.450977,6.569095,NA
0.70164,0.125,2.988,155.8956,82.7744,0.0098717,0.17239,9.142465,NA
0.03126,0.125,0.2951,115.782,78.9387,0.0011113,0.982809,2.98714,NA
0.88022,0.125,6.6046,178.361,59.0371,0.0042703,1.014991,10.951305,NA
0.14393,0.125,3.1219,172.858,23.8985,0.0064038,0.402961,1.91124,NA
0.91783,0.125,1.4566,159.2484,45.3136,0.0033214,0.609866,12.78842,NA
0.41272,0.125,8.0054,64.3134,2.2906,0.0052666,0.512772,14.597685,NA
0.78814,0.125,8.7862,0.7224,24.3499,0.0062265,0.810054,13.152765,NA
0.03727,0.125,4.3795,122.105,5.346,0.001573,0.296779,13.66774,NA
0.76449,0.125,5.0852,137.5118,67.4385,0.0050939,0.623942,11.97989,NA
0.10716,0.125,1.7023,28.316,44.1241,0.0090093,0.244571,10.40646,NA
0.20748,0.125,4.4997,47.086,65.3483,0.009183,0.030226,4.774595,NA
0.60978,0.125,8.8067,193.9724,94.6415,0.0066594,0.161316,9.699425,NA
0.27249,0.125,3.8755,169.1682,83.9848,0.0021771,0.805935,11.49156,NA
0.18531,0.125,4.2835,114.4238,40.2138,0.0034168,0.550913,9.730605,NA
0.98978,0.125,7.0585,175.5712,27.3598,0.0090941,0.491363,2.253505,NA
0.69092,0.125,7.7664,194.8216,99.3445,0.0095898,0.388029,0.81506,NA
0.35848,0.125,3.2816,126.6126,27.8945,0.0068226,0.735264,14.420285,NA
0.08974,0.125,2.4671,192.571,2.5421,0.0067418,0.675662,15.44542,NA
0.41282,0.125,1.4943,76.5944,33.9585,0.0035383,0.345759,10.41567,NA
0.206,0.125,0.3281,21.0378,44.9601,0.0096306,0.468667,5.946785,NA
0.79035,0.125,5.2637,59.3154,9.5957,0.005479,0.478323,9.131215,NA
0.4161,0.125,1.4642,59.4816,71.7809,0.0060752,0.064224,10.572765,NA
0.26435,0.125,2.3033,52.815,97.4494,0.0086552,0.454253,13.16478,NA
0.30685,0.125,2.0207,115.2944,93.2282,0.0041707,0.507354,3.193385,NA
0.22906,0.125,0.6219,104.177,76.6137,0.0062351,0.554915,8.314975,NA
0.03597,0.125,7.8337,68.3784,31.9166,0.0065634,0.897405,5.19842,NA
0.54638,0.125,9.5911,99.9776,19.7402,0.0091219,0.526931,10.230985,NA
0.849,0.125,0.1068,9.2426,72.9906,0.0048098,1.023041,1.69981,NA
0.3722,0.125,6.0588,117.6386,53.3405,0.0062271,0.56307,1.16351,NA
0.07166,0.125,4.4355,94.4134,33.9361,0.0041453,0.886578,0.44964,NA
0.11802,0.125,2.0877,141.3334,45.4114,0.0069168,0.219234,4.579615,NA
0.88954,0.125,2.1304,97.0738,15.2604,0.0006897,0.953064,2.87362,NA
0.65978,0.125,2.0514,14.601,51.2088,0.003398,0.586704,4.139805,NA
0.06771,0.125,4.841,118.7846,40.3133,0.0001664,0.858617,9.805755,NA
0.57561,0.125,8.4305,74.7846,84.8978,0.0022111,0.477183,3.12614,NA
0.08731,0.125,2.1677,130.3228,59.9212,0.0009075,0.776598,11.35041,NA
0.31023,0.125,2.8481,107.4062,64.2164,0.0093388,0.01895,2.843795,NA
0.09892,0.125,6.2977,120.36,58.2924,0.0038411,0.193237,10.058385,NA
0.14329,0.125,9.0645,83.658,37.641,0.0087909,0.677918,9.825845,NA
0.16316,0.125,3.7347,175.4682,1.9898,0.0084267,1.04284,14.515965,NA
0.9942,0.125,4.8073,197.5984,67.815,0.0085312,0.085734,2.940395,NA
0.1374,0.125,8.4182,120.046,87.0406,0.0044944,0.475947,4.624915,NA
0.23858,0.125,1.0793,48.6906,79.6153,0.0024637,0.395066,7.53122,NA
0.79302,0.125,8.5603,67.0846,42.1787,0.0079452,1.004322,12.768655,NA
0.82072,0.125,4.7801,138.1572,75.5233,0.0046631,0.519243,11.832965,NA
0.27895,0.125,3.1408,168.0976,21.5477,0.0090856,0.959635,9.81653,NA
0.55067,0.125,2.0154,131.548,11.2228,0.0007285,0.638497,12.485935,NA
0.62053,0.125,9.5164,142.8202,37.406,0.0053918,0.726126,11.96633,NA
0.092,0.125,1.8276,120.796,27.2134,0.0022444,0.701567,10.212765,NA
0.62143,0.125,7.1473,62.974,79.0561,0.0048216,0.424114,12.28163,NA
0.46009,0.125,4.3131,48.5998,33.5715,0.0045761,0.948931,12.996615,NA
0.97947,0.125,4.8122,57.3496,37.6507,0.0025715,0.146513,5.533,NA
0.31414,0.125,7.5828,52.3778,88.824,0.0093005,0.020549,9.51193,NA
0.89693,0.125,2.023,54.7586,53.841,0.0037182,0.848881,10.85014,NA
0.16983,0.125,2.0593,113.2094,43.2956,0.0066069,0.658469,0.12484,NA
0.5986,0.125,8.1763,128.5436,20.6484,0.0019292,0.495609,4.84515,NA
0.9835,0.125,3.878,97.0956,55.856,0.0069243,0.155778,11.77393,NA
0.06792,0.125,3.1336,159.1316,40.9292,0.0094026,0.298022,0.80271,NA
0.72702,0.125,6.1039,51.491,69.3869,0.0008559,0.126194,14.553645,NA
0.99101,0.125,1.6029,66.751,67.0953,0.0082026,0.258766,4.16924,NA
0.83596,0.125,6.6162,25.6688,39.7245,0.0087606,0.905209,11.12111,NA
0.23767,0.125,3.6273,139.5498,69.2044,0.0031014,0.980192,13.273105,NA
0.35637,0.125,9.8277,26.8152,96.8582,0.0092713,0.995107,8.681625,NA
0.41963,0.125,7.8467,194.9632,5.3884,0.0093051,0.431582,5.261965,NA
0.79925,0.125,2.7133,166.6812,47.9526,0.0097322,0.50017,1.03883,NA
0.10852,0.125,1.7519,93.8398,20.4427,0.00864,0.487196,0.011785,NA
0.55527,0.125,6.0791,118.6756,19.3988,0.0023454,0.412241,13.856365,NA
0.48721,0.125,9.35,62.4732,24.5653,0.0006437,0.963471,11.98674,NA
0.05869,0.125,0.0377,6.144,43.6273,0.0021179,0.76175,6.510285,NA
0.80479,0.125,7.6199,124.9892,42.5746,0.0080092,0.625332,15.280845,NA
0.87201,0.125,7.5857,131.7502,5.4794,0.001564,1.04613,13.001165,NA
0.71462,0.125,4.4062,48.8776,87.2628,0.0077573,0.018759,4.83943,NA
0.32155,0.125,0.5561,178.4968,63.7621,0.0009162,1.068867,4.88891,NA
0.47394,0.125,0.2504,110.35,88.7935,0.0007543,0.913995,4.2629,NA
0.5782,0.125,3.9653,84.6112,12.3745,0.0071658,0.19427,9.27665,NA
0.76187,0.125,3.9843,151.0054,84.6428,0.003453,0.928288,14.1076,NA
0.99442,0.125,8.4327,149.7306,2.9068,0.0066512,0.195244,10.530615,NA
0.43424,0.125,1.0497,62.3852,4.9586,0.0069622,0.328373,7.54007,NA
0.23144,0.125,1.8402,193.002,33.3821,0.00683,0.86771,6.85374,NA
0.79269,0.125,4.7769,164.8894,24.4341,0.0025214,1.075711,0.95017,NA
0.85525,0.125,0.349,53.2842,4.7703,0.005823,0.580936,9.84256,NA
0.78566,0.125,5.4586,6.9336,13.4123,0.0039187,0.989802,0.69456,NA
0.79413,0.125,0.042,15.4086,22.7713,0.0088896,1.066193,15.090745,NA
0.89458,0.125,0.8098,5.5306,38.3646,0.0001831,0.753707,12.697495,NA
0.32814,0.125,6.5497,150.6122,84.5553,0.0065177,0.30078,15.435045,NA
0.51846,0.125,2.1959,113.3498,93.9719,0.002603,0.865939,1.188735,NA
0.10427,0.125,3.9089,118.9642,83.7072,0.0068241,0.326721,12.416915,NA
0.11201,0.125,1.8684,160.1666,45.7992,0.0024073,0.034313,6.112155,NA
0.97802,0.125,4.4672,20.1172,88.4585,0.0095743,0.245233,15.410505,NA
0.04278,0.125,4.2267,135.3768,9.7818,0.0092242,0.820474,13.86649,NA
0.8691,0.125,2.1918,180.2144,14.879,0.0071682,0.690715,5.07696,NA
0.74522,0.125,9.5789,170.038,94.8926,0.0062773,0.546722,5.52275,NA
0.7318,0.125,7.3109,187.269,48.3846,0.007849,0.243293,9.442635,NA
0.92581,0.125,2.2617,31.5232,65.1803,0.0015805,0.152083,13.333705,NA
0.54613,0.125,9.8958,113.2924,77.7132,0.0030015,0.681146,12.59035,NA
0.85508,0.125,5.1977,69.837,39.2637,0.0042616,0.397829,8.16789,NA
0.07372,0.125,6.1234,199.005,70.022,0.0093636,0.096019,10.76343,NA
0.01666,0.125,2.4258,186.0266,44.1882,0.0098003,0.811264,10.69497,NA
0.18526,0.125,0.0065,107.3018,8.0111,0.0004704,0.677744,2.84045,NA
0.99754,0.125,9.7735,145.888,42.8991,0.0090652,0.518546,15.61581,NA
0.13778,0.125,0.5782,14.3114,49.9509,0.0016405,0.836121,9.082645,NA
0.6001,0.125,2.4012,97.2158,97.3155,0.0004781,0.819935,11.42944,NA
0.48912,0.125,8.0129,45.6608,96.3278,0.0046492,0.674456,12.79629,NA
0.61124,0.125,9.4725,125.2672,40.9614,0.0061301,0.964542,14.622735,NA
0.47072,0.125,8.3739,158.5458,60.9775,0.0064128,0.766551,11.632325,NA
0.63876,0.125,6.5924,64.5606,23.76,0.0063729,0.210789,12.821795,NA
0.36641,0.125,8.7849,65.2294,78.3457,0.0013027,0.158425,6.04957,NA
0.3905,0.125,6.7248,22.3686,72.7954,0.0067683,0.036715,6.13912,NA
0.69055,0.125,6.4231,180.3276,30.8477,0.0082424,0.8957,7.97835,NA
0.08646,0.125,0.9823,9.2088,55.4895,0.0085658,0.307835,11.66708,NA
0.91969,0.125,4.1687,0.673,59.5019,0.0098026,0.130416,0.4855,NA
0.01901,0.125,7.563,5.0164,60.7288,0.0081908,1.024575,5.51618,NA
0.28058,0.125,8.6047,1.8524,15.3359,0.0017036,0.74537,11.50063,NA
0.66532,0.125,2.4768,79.5882,36.5299,0.0047399,0.628658,10.724875,NA
0.38591,0.125,9.2131,25.888,40.038,0.0003832,0.79627,8.299395,NA
0.79724,0.125,1.3255,100.9278,92.6509,0.0072764,0.885125,2.86637,NA
0.9396,0.125,9.5552,182.4066,15.7735,0.0087438,0.173194,15.143685,NA
0.07592,0.125,8.9713,178.6222,1.9962,0.0076794,0.908515,11.64679,NA
0.55259,0.125,4.4352,38.0714,59.734,0.008022,0.601973,9.987055,NA
0.74789,0.125,6.6441,115.1878,79.5987,0.0082436,0.696294,0.084485,NA
0.84427,0.125,9.895,149.1166,60.6062,0.0053452,0.973799,2.069395,NA
0.17054,0.125,2.4422,6.3066,41.2239,0.007582,0.407533,1.15772,NA
0.57885,0.125,7.0421,148.8082,78.8899,0.0016885,0.392503,5.610785,NA
0.70682,0.125,4.7979,163.7156,97.9034,0.0090915,0.654083,6.950785,NA
0.14139,0.125,2.7283,6.4532,33.1874,0.0017146,0.14538,5.693755,NA
0.28122,0.125,7.8794,136.5722,36.6141,0.0085788,0.177366,13.164045,NA
0.29109,0.125,7.4362,102.6304,57.5359,0.0066556,0.705195,1.57435,NA
0.66711,0.125,5.5558,35.1368,47.8964,0.0004902,0.410424,8.45156,NA
0.78799,0.125,0.7809,42.67,39.2201,0.0082004,0.30658,15.343,NA
0.81274,0.125,4.549,70.8468,82.6805,0.0060292,0.287416,6.22449,NA
0.88654,0.125,4.2293,196.2984,35.0912,0.0007203,0.081985,7.476115,NA
0.56329,0.125,9.11,185.0624,80.5013,0.0023325,0.929521,6.1606,NA
0.75167,0.125,3.86,69.1724,23.5822,0.0087377,0.627418,13.474435,NA
0.42501,0.125,0.4024,109.731,5.0248,0.0003877,0.945539,13.99283,NA
0.78324,0.125,4.6882,69.6958,52.0208,0.0038951,0.871897,7.476055,NA
0.72569,0.125,6.9034,17.8854,50.9884,0.0029298,0.440615,14.13302,NA
0.69233,0.125,3.3723,170.1388,54.4955,0.0025266,0.783308,4.364015,NA
0.35676,0.125,6.2548,192.058,8.7335,0.0083231,0.640293,2.363125,NA
0.28888,0.125,8.224,124.76,52.7803,0.0044254,0.106416,3.883745,NA
0.72863,0.125,3.4944,35.6018,94.3904,0.0089561,0.992802,14.079995,NA
0.49156,0.125,6.6551,157.0304,67.4735,0.006663,0.559817,5.44825,NA
0.74538,0.125,5.9803,185.5334,89.1061,0.0095332,0.839671,4.7238,NA
0.73949,0.125,6.5494,195.388,92.8261,0.0001435,0.517846,8.144985,NA
0.2505,0.125,6.6603,195.1688,38.4486,0.0047733,0.780332,15.24595,NA
0.93737,0.125,1.2384,168.1816,31.5891,0.0065013,0.264354,1.41351,NA
0.95901,0.125,8.6943,151.2444,31.125,0.0056412,0.158452,4.796785,NA
0.56177,0.125,2.7343,125.8248,51.1578,0.0010821,0.069107,1.128975,NA
0.72504,0.125,0.5585,31.3462,77.6206,0.0008816,0.037964,4.95862,NA
0.86442,0.125,5.3697,159.1836,42.5522,0.0045751,0.101083,9.27932,NA
0.81757,0.125,1.9919,108.7646,74.222,0.00959,0.33126,12.15155,NA
0.41507,0.125,6.7082,148.9032,12.0402,0.0005999,0.170599,0.53737,NA
0.5228,0.125,8.8331,92.0022,47.5646,0.0070639,0.269991,11.739905,NA
0.45938,0.125,1.4671,177.6188,85.0676,0.0047034,0.121179,6.37497,NA
0.13011,0.125,8.2069,182.7372,40.2096,0.0091222,0.899672,3.745045,NA
0.77193,0.125,4.8619,42.4942,54.5004,0.0050743,0.145011,10.280885,NA
0.22195,0.125,0.9775,22.7672,0.9578,0.0010607,0.480399,5.025695,NA
0.38557,0.125,2.5012,158.4836,32.4076,0.0081676,0.217883,7.684205,NA
0.8564,0.125,3.0112,109.251,49.444,0.0006626,0.576528,11.241795,NA
0.1482,0.125,3.6695,149.5344,99.0895,0.0046529,1.035293,9.0413,NA
0.22586,0.125,5.789,4.4932,59.4615,0.0067357,0.061187,5.191955,NA
0.45395,0.125,9.8916,65.3576,59.4671,0.0005239,0.696331,13.33325,NA
0.62068,0.125,5.1945,59.4878,70.2604,0.0013002,0.000361,8.03265,NA
0.22098,0.125,3.3112,191.0248,13.7938,0.0053871,0.122936,13.56393,NA
0.07709,0.125,0.8641,9.7978,56.2607,0.0014679,0.678412,11.973565,NA
0.92254,0.125,2.6723,41.371,59.3964,0.0091721,0.872285,3.889695,NA
0.57447,0.125,7.9816,2.868,57.8792,0.0009509,0.707095,6.893655,NA
0.64217,0.125,8.3296,69.3576,80.592,0.0086799,0.644943,15.580305,NA
0.18927,0.125,4.867,76.0254,23.2029,0.0035846,0.335642,2.859405,NA
0.10724,0.125,0.4482,27.8638,53.1004,0.0015608,0.268533,14.519025,NA
0.19047,0.125,6.2422,194.8988,15.7438,0.0051492,1.003777,10.664015,NA
0.49116,0.125,1.1183,60.8976,76.3214,0.0091864,0.902831,14.03372,NA
0.1729,0.125,0.863,108.2416,74.7575,0.0098774,0.82374,0.261315,NA
0.69897,0.125,4.0291,20.7656,55.9024,0.0036371,0.762605,6.091215,NA
0.86696,0.125,9.0338,68.5502,88.8035,0.0029018,0.696618,0.019855,NA
0.38902,0.125,0.1163,52.1632,83.3237,0.0093897,0.186353,3.435575,NA
0.39746,0.125,6.2726,108.9806,29.7421,0.0047186,0.278431,4.84544,NA
0.96349,0.125,9.8198,23.0376,67.6836,0.0032377,0.318442,9.78725,NA
0.39423,0.125,9.5266,75.672,60.658,0.0028444,0.94904,2.530095,NA
0.34126,0.125,3.1462,35.0278,7.8791,0.0075595,0.878628,0.46706,NA
0.45099,0.125,1.8536,52.1542,87.2304,0.0004559,0.51187,6.003145,NA
0.88753,0.125,5.3921,174.1202,59.6041,0.0099535,0.047065,11.76992,NA
0.86462,0.125,9.3659,177.4804,65.2518,0.0067238,1.051952,1.659045,NA
0.51313,0.125,5.1645,157.2406,14.3376,0.0013913,1.044112,9.63149,NA
0.54874,0.125,3.9614,185.5602,84.3161,0.0098571,0.440702,11.94405,NA
0.77527,0.125,3.6241,191.786,22.5561,0.0042371,0.693277,5.969305,NA
0.49925,0.125,2.6139,86.1988,24.3282,0.0071161,0.276327,0.71032,NA
0.87104,0.125,4.5694,104.9162,82.0325,0.0021716,0.326297,8.58729,NA
0.3496,0.125,7.9631,144.83,42.2157,0.0067077,1.036493,2.897075,NA
0.80249,0.125,6.4546,115.0266,90.0781,0.006566,0.43094,8.55022,NA
0.4398,0.125,2.9791,0.4048,17.4137,0.0077011,0.275558,3.645875,NA
0.29082,0.125,3.5552,159.4566,71.5277,0.0019966,0.136804,9.515385,NA
0.91402,0.125,1.215,59.268,74.9632,0.002727,0.699019,9.462175,NA
0.21251,0.125,0.2133,13.451,20.8793,0.0022861,1.032356,3.055945,NA
0.62695,0.125,4.7243,28.2878,12.0846,0.0059992,0.834668,5.25792,NA
0.3354,0.125,4.164,0.403,93.4018,0.0050275,0.674742,8.94525,NA
0.65465,0.125,0.5021,1.32,71.1711,0.0093097,0.687763,11.3464,NA
0.33964,0.125,3.616,46.1692,20.7359,0.0024356,0.918828,10.195765,NA
0.68764,0.125,4.2059,45.7162,40.3426,0.0027241,0.219075,4.0007,NA
0.65849,0.125,9.0084,12.013,43.0098,0.0091989,0.589944,14.160105,NA
0.06377,0.125,9.1977,37.774,75.7169,0.0027533,0.670925,7.908545,NA
0.63079,0.125,2.8937,162.3298,3.4096,0.0003389,0.468032,13.150735,NA
0.39488,0.125,2.108,198.2894,67.9549,0.0043037,0.348052,9.74561,NA
0.26896,0.125,5.8811,177.832,10.5766,0.0031847,0.946661,6.32885,NA
0.18534,0.125,1.9417,59.6392,50.8163,0.0030498,0.203222,15.45635,NA
0.74007,0.125,2.889,86.113,47.556,0.0021907,0.651,2.75628,NA
0.27267,0.125,7.4992,97.6108,46.5708,0.0080348,0.343032,4.264525,NA
0.07321,0.125,7.1922,44.5936,98.2212,0.0096395,0.179398,15.12587,NA
0.38048,0.125,4.1906,171.6754,17.1132,0.0012439,0.295759,5.199065,NA
0.36595,0.125,2.9031,122.7426,50.3849,0.0091807,0.092269,9.719655,NA
