"g","mY","gY","mU","kD","gU","b","bs","mUs"
0.34888,0.125,1.952,99.2492,36.7372,0.0043688,0.676437,4.25645,NA
0.85421,0.125,8.8851,151.1914,78.3291,0.00636,0.46336,9.02733,NA
0.83267,0.125,2.0341,107.71,5.7531,0.0073131,0.703595,12.00456,NA
0.61321,0.125,7.1908,20.0142,22.9722,0.001702,0.232295,2.877425,NA
0.57123,0.125,5.5783,114.0222,33.6788,0.0035206,0.658005,10.25692,NA
0.4495,0.125,5.5792,105.9238,59.3056,0.0087673,0.094993,8.819605,NA
0.15622,0.125,1.726,188.1026,82.8033,6.95e-05,0.318674,11.377545,NA
0.8541,0.125,6.3002,4.9076,21.9225,0.0009967,0.354725,9.020865,NA
0.98158,0.125,7.2818,110.575,39.4638,0.0051594,0.55529,7.86946,NA
0.10978,0.125,2.0144,20.9912,90.0961,0.0009636,0.557971,7.77833,NA
0.6434,0.125,1.9154,118.1486,51.8192,0.0099057,0.241225,0.77869,NA
0.52169,0.125,3.4084,75.8792,79.2365,0.0048382,0.223875,1.437835,NA
0.13491,0.125,5.4606,82.8318,82.5318,0.0095051,0.564889,10.162075,NA
0.48421,0.125,3.4608,91.9024,59.2901,0.0068943,0.497815,7.471165,NA
0.88183,0.125,5.6339,152.672,44.4036,9.99e-05,0.229868,5.755795,NA
0.81606,0.125,8.2925,28.3664,86.6219,0.0067367,0.967508,15.624835,NA
0.91565,0.125,7.6333,168.8244,42.0521,0.0042487,0.106761,11.124175,NA
0.84806,0.125,9.8641,168.6454,93.518,0.0067247,0.513799,3.38838,NA
0.41234,0.125,9.7398,169.2276,57.9588,0.0059535,1.049276,6.756235,NA
0.17733,0.125,5.518,142.9324,19.7728,0.0048806,0.961368,3.123115,NA
0.72509,0.125,7.8099,148.0194,74.5388,0.0063336,0.006291,12.84609,NA
0.94727,0.125,0.8172,158.226,74.9682,0.0056086,0.796717,3.67936,NA
0.57389,0.125,6.5892,149.6582,22.2681,0.0032552,0.306632,4.81609,NA
0.42169,0.125,7.5863,43.7078,15.6843,0.0089932,0.585347,10.53775,NA
0.284,0.125,5.0409,42.6512,30.1975,0.0098067,0.705547,15.217765,NA
0.55378,0.125,7.4718,106.0534,19.0732,0.0027721,0.063743,5.90414,NA
0.42582,0.125,2.3562,21.6412,51.2876,0.0009122,0.955391,11.670725,NA
0.64164,0.125,5.8882,166.4416,74.7316,0.0064098,0.914001,14.244055,NA
0.34375,0.125,7.5939,192.2888,95.6625,0.0010073,0.087043,13.315825,NA
0.28763,0.125,6.2328,183.9954,13.2259,0.0092343,0.373336,11.556005,NA
0.0056,0.125,4.9063,38.6614,88.3159,0.0055615,0.536002,10.95572,NA
0.05272,0.125,2.1959,14.8036,1.6966,0.0033042,0.79787,10.166955,NA
0.80516,0.125,7.8625,167.9528,76.4928,0.0022239,1.077412,11.381075,NA
0.21052,0.125,8.4973,23.3304,89.4711,0.0008341,0.265266,3.822065,NA
0.98428,0.125,0.646,122.991,31.0696,0.0058498,0.38289,11.880345,NA
0.51716,0.125,7.5876,171.1466,67.938,0.0017739,0.481171,1.557955,NA
0.21016,0.125,0.026,129.3802,78.7908,0.0041286,0.785013,10.53447,NA
0.02605,0.125,0.6678,154.9776,11.6767,0.0053799,0.465119,2.526055,NA
0.61217,0.125,5.2803,115.565,76.6871,0.005505,1.020142,7.023245,NA
0.85498,0.125,8.8099,110.7426,90.0343,0.0062417,0.291722,0.594105,NA
0.17261,0.125,3.3177,42.5268,30.9851,0.0015521,0.356586,5.94428,NA
0.04243,0.125,1.5141,86.0192,72.3226,0.0088525,0.788683,12.05793,NA
0.13098,0.125,2.481,46.209,79.5235,0.0066983,0.769686,0.08664,NA
0.76625,0.125,5.5087,22.8382,72.1835,0.0038715,0.710275,3.587675,NA
0.05998,0.125,8.5678,157.7026,86.0751,0.007095,0.065418,0.20195,NA
0.2174,0.125,2.9144,51.124,64.3946,0.0002353,0.170366,7.110315,NA
0.13885,0.125,2.445,15.418,61.4666,6.14e-05,1.071294,7.417155,NA
0.74289,0.125,0.79,41.8682,4.5297,0.0047059,0.223544,4.97872,NA
0.59013,0.125,9.8076,90.9134,84.6522,0.0079237,0.457757,2.07978,NA
0.63426,0.125,3.0445,122.7066,27.8622,0.0044162,0.858043,6.050805,NA
0.34521,0.125,2.2061,20.1636,90.6962,0.0047369,0.461442,5.084705,NA
0.90618,0.125,1.9871,158.1382,45.7079,0.0078101,0.142225,14.720875,NA
0.515,0.125,0.1538,15.2566,57.7659,0.0059882,1.000802,0.126655,NA
0.93475,0.125,4.2624,96.4496,68.933,0.0060522,0.517767,1.435665,NA
0.23949,0.125,6.4192,104.7012,72.4339,0.0091638,0.464023,9.933695,NA
0.7262,0.125,0.7854,122.3296,79.1906,0.0071813,0.46623,2.61089,NA
0.43305,0.125,6.3435,179.0368,39.521,0.0026145,0.402829,4.97364,NA
0.72512,0.125,0.7499,114.9558,83.2518,0.0021576,0.12915,3.944175,NA
0.50933,0.125,1.5353,98.1496,82.4944,0.0023509,0.515114,11.40011,NA
0.70252,0.125,0.431,32.1618,42.1932,0.0045221,0.707617,2.05584,NA
0.61328,0.125,2.8839,22.846,98.4266,0.0073075,0.037817,2.297825,NA
0.1185,0.125,9.1614,32.3062,20.1119,0.0030264,0.224194,0.823665,NA
0.34601,0.125,1.5151,74.964,5.2621,0.0099917,0.670564,3.15648,NA
0.2387,0.125,0.4364,184.961,27.451,0.0053763,0.660298,10.551015,NA
0.67718,0.125,1.0127,141.2228,53.3457,0.0031476,0.545103,10.07005,NA
0.1116,0.125,0.647,186.0514,52.7761,0.0050804,0.614899,1.953165,NA
0.67068,0.125,5.5264,170.4066,96.045,0.0036056,0.373016,5.590365,NA
0.34929,0.125,7.3062,198.1296,41.4434,0.0064752,0.218674,5.064555,NA
0.73921,0.125,3.2299,192.7222,29.3122,0.0082596,0.331906,3.069795,NA
0.25518,0.125,6.9156,95.528,62.9646,0.0037888,0.103421,8.416175,NA
0.28905,0.125,6.3766,180.8786,35.8417,0.00265,0.539959,4.67694,NA
0.87575,0.125,8.2269,148.7976,76.6809,0.007214,0.322171,13.564485,NA
0.89853,0.125,8.0747,32.0938,38.5614,0.0092751,0.936939,2.00314,NA
0.75128,0.125,0.9794,197.7364,98.5269,0.0078288,0.698211,15.219095,NA
0.18381,0.125,8.4619,63.4874,1.9621,0.0093235,0.993858,12.66076,NA
0.07598,0.125,9.4874,98.9704,30.2199,0.0082624,0.323666,3.1094,NA
0.84533,0.125,1.2673,20.2084,85.6973,0.0048153,1.029952,5.95726,NA
0.33629,0.125,6.3028,199.1788,78.5712,0.0041571,0.76007,3.39421,NA
0.83861,0.125,8.1237,122.5206,63.656,0.0054138,0.336386,6.99042,NA
0.11735,0.125,1.9964,68.7188,73.9904,0.0085616,0.176579,4.320405,NA
0.14032,0.125,8.6896,129.5104,31.2421,0.0060479,0.485476,14.12153,NA
0.36972,0.125,6.7468,36.9256,75.3079,0.0084723,0.331458,2.237415,NA
0.24211,0.125,9.62,112.367,83.7101,0.0012624,1.042242,10.35109,NA
0.46641,0.125,7.3757,168.0348,76.1854,0.000334,0.901657,2.787505,NA
0.03127,0.125,3.7009,161.8056,39.1035,0.0044424,0.057043,12.313475,NA
0.6312,0.125,3.9597,190.908,93.7972,0.0027639,0.966434,4.996005,NA
0.28382,0.125,7.264,172.934,28.6168,0.0077657,0.686128,10.671315,NA
0.96826,0.125,6.52,87.2716,18.1002,0.0080104,0.358159,12.253235,NA
0.40409,0.125,8.8248,90.8188,70.2698,0.0093076,0.088771,2.340485,NA
0.47314,0.125,0.5344,18.2998,96.4749,0.0098387,0.192875,11.73384,NA
0.21077,0.125,0.7392,72.2636,26.4579,8.88e-05,0.377494,8.26775,NA
0.77206,0.125,4.1196,138.769,91.37,0.0027032,0.213323,2.14841,NA
0.07308,0.125,8.8574,120.286,1.1371,0.0022901,0.289369,5.18149,NA
0.70865,0.125,8.0462,132.8406,31.9552,0.0088906,0.87741,1.01761,NA
0.5022,0.125,3.3584,124.4872,81.8327,0.0034585,0.764111,3.733975,NA
0.46132,0.125,7.0484,36.994,23.0249,0.0018669,0.876599,0.976125,NA
0.87289,0.125,2.6449,25.7496,67.6745,0.0044663,0.129216,8.78509,NA
0.937,0.125,3.6055,1.3006,18.3288,0.0010443,0.646429,12.77045,NA
0.31886,0.125,9.9229,68.7308,4.1648,0.0097771,0.93937,5.729935,NA
0.48684,0.125,9.8559,98.315,86.2281,0.0066419,0.563855,5.9743,NA
0.16609,0.125,2.7261,160.2612,75.4153,0.0075284,0.726025,12.65913,NA
0.14991,0.125,3.2833,59.5982,49.2927,0.0075368,1.036896,4.170795,NA
0.91429,0.125,3.6086,95.2456,49.1798,0.0039727,0.774048,2.846025,NA
0.22696,0.125,8.5743,117.0482,92.9427,0.0082147,0.165403,9.730315,NA
0.2824,0.125,3.1114,141.5128,10.4786,0.0028966,0.155097,12.80687,NA
0.60028,0.125,4.7156,139.2568,61.1999,0.0025617,0.504082,13.03284,NA
0.80068,0.125,9.1906,138.9056,70.509,0.0038385,0.712745,3.517935,NA
0.58055,0.125,5.8418,46.1284,51.5749,0.0055888,1.019638,5.2052,NA
0.12205,0.125,9.3384,67.6054,26.6972,0.0010011,0.087135,2.550005,NA
0.2596,0.125,7.6964,190.2816,6.5276,0.0001544,0.816877,7.548625,NA
0.45253,0.125,9.3849,182.316,12.3501,0.0083404,0.481761,3.03193,NA
0.84244,0.125,2.4045,100.5366,0.2063,0.0062545,0.276563,11.105085,NA
0.48815,0.125,3.8554,162.9596,96.2403,0.0006831,1.054505,1.151985,NA
0.18571,0.125,6.2014,64.6092,91.2607,0.0003432,0.650441,12.33831,NA
0.7065,0.125,1.2832,66.8964,5.5546,0.0007443,0.361021,11.10369,NA
0.40603,0.125,1.3135,189.9146,81.6847,0.0055633,1.005237,3.473,NA
0.6523,0.125,8.3351,106.3002,65.5726,0.0036935,0.113137,9.561345,NA
0.22147,0.125,6.9651,92.1062,65.6516,0.0063095,0.889207,5.83088,NA
0.39301,0.125,4.926,68.5508,54.4864,0.0017699,0.172701,13.597165,NA
0.18323,0.125,9.8787,156.2256,39.002,0.005817,0.268367,5.1078,NA
0.76829,0.125,4.0509,26.4674,51.3843,0.0066003,0.247092,15.466675,NA
0.22392,0.125,3.3869,139.1404,25.318,0.0092941,0.673189,7.688245,NA
0.82059,0.125,5.4287,163.836,75.2853,0.0076147,0.764211,7.66646,NA
0.01095,0.125,9.8855,186.066,53.4053,0.0089111,0.827262,12.45823,NA
0.68611,0.125,4.6578,86.4854,52.5989,0.0019803,0.218623,2.717795,NA
0.92543,0.125,8.3211,19.7178,91.2841,0.0025229,0.510937,4.772435,NA
0.02872,0.125,5.3278,55.3544,73.5263,0.0013383,0.567873,4.46963,NA
0.71282,0.125,3.5876,184.2218,93.8116,0.0012461,0.724718,7.226185,NA
0.54038,0.125,4.3566,25.1226,2.1763,0.0019258,0.800781,1.08399,NA
0.52918,0.125,2.3222,136.3694,97.7563,0.009447,0.225399,10.00621,NA
0.67433,0.125,5.5644,104.0904,95.7982,0.003064,0.913112,12.9259,NA
0.246,0.125,4.2991,94.0194,43.2196,0.0092611,0.14393,5.72642,NA
0.97604,0.125,9.6386,52.1882,84.4891,0.0041407,0.847163,15.01314,NA
0.9513,0.125,7.483,26.7928,44.4201,0.0026817,0.0292,6.448885,NA
0.88414,0.125,1.8704,77.3904,48.105,0.003621,0.475386,13.519935,NA
0.51499,0.125,6.7222,130.5414,76.4101,0.0045236,0.396393,1.965195,NA
0.8686,0.125,3.5898,65.1226,70.1156,0.004651,0.116154,0.456495,NA
0.93881,0.125,8.019,135.013,41.8391,0.0010338,0.033027,15.30633,NA
0.99586,0.125,0.4974,132.433,63.8477,0.006991,0.834582,13.487475,NA
0.49542,0.125,4.6149,142.5824,63.6321,0.0068901,0.2478,1.582865,NA
0.10581,0.125,8.3599,105.7992,4.2164,0.0005915,0.145307,11.507635,NA
0.83409,0.125,9.8866,102.6616,73.9615,0.00413,0.534125,0.468725,NA
0.68844,0.125,7.5889,150.0394,86.1789,0.0081431,0.287015,6.037205,NA
0.75701,0.125,0.3661,148.7302,93.7459,0.0091538,1.042522,11.086305,NA
0.13985,0.125,4.615,61.717,27.9506,0.0088045,0.998917,12.20297,NA
0.36068,0.125,2.5588,180.8894,65.6587,3.2e-06,0.960892,4.531695,NA
0.8639,0.125,0.8821,45.7938,79.7092,0.0066585,0.806642,12.727055,NA
0.79546,0.125,0.3947,193.5638,16.1295,0.0051553,0.711923,8.790215,NA
0.23511,0.125,5.9061,52.9616,40.8553,0.0023962,0.737033,12.22938,NA
0.40201,0.125,8.9542,184.5506,45.2855,0.0041726,0.762681,11.721415,NA
0.28734,0.125,9.4066,33.7232,50.3362,0.0056256,0.5772,0.82305,NA
0.52121,0.125,5.296,12.3468,73.2962,0.0022889,1.029858,8.485835,NA
0.56546,0.125,6.9124,10.4204,84.326,0.0096461,0.421064,8.675165,NA
0.9278,0.125,1.6643,80.7618,55.5704,0.005608,0.719103,1.914425,NA
0.38697,0.125,1.5144,157.859,53.6988,0.0058734,0.906844,13.1505,NA
0.64545,0.125,3.6751,160.957,93.7762,0.0065688,0.090182,6.58581,NA
0.10306,0.125,2.7821,78.9288,46.3902,0.0001492,0.367112,7.03887,NA
0.53393,0.125,5.9262,193.484,97.3289,0.0058071,0.759654,8.2539,NA
0.95498,0.125,7.4653,159.8298,66.8309,0.0059664,0.05275,9.981725,NA
0.99307,0.125,7.1606,46.4452,62.9449,0.0023578,0.024023,12.7441,NA
0.63088,0.125,0.5912,59.8878,73.7287,0.0091637,0.000945,6.077905,NA
0.82691,0.125,8.1259,124.4088,26.6687,0.0011326,0.806913,2.372115,NA
0.02582,0.125,5.6555,134.396,79.5974,0.0041271,0.806681,6.165895,NA
0.40766,0.125,0.2108,126.7282,43.5172,0.0069376,0.298038,7.4369,NA
0.63291,0.125,1.1877,44.745,6.3234,0.0074091,0.557458,5.113905,NA
0.23444,0.125,3.4761,52.0514,6.7713,0.0064089,0.763547,8.63794,NA
0.68836,0.125,9.9838,155.424,47.0334,0.0041349,0.670746,9.756865,NA
0.57441,0.125,0.7537,130.2282,5.5451,0.0051785,0.483811,12.403975,NA
0.71301,0.125,5.1663,84.8546,78.1466,0.0012662,0.981495,2.555805,NA
0.10476,0.125,6.1987,190.0124,43.431,0.00722,0.095017,14.645625,NA
0.2993,0.125,4.6277,118.1754,19.0066,0.0062957,0.894174,3.35609,NA
0.41432,0.125,3.8596,137.3206,78.1948,0.0096531,0.044834,15.224735,NA
0.13471,0.125,6.7659,195.7774,16.7269,0.0098842,0.936485,1.6169,NA
0.78052,0.125,1.5887,64.7836,15.2933,0.0009831,0.944886,10.580285,NA
0.91753,0.125,4.3335,31.8294,79.1446,0.009764,0.021054,2.459835,NA
0.62532,0.125,7.5483,161.5112,74.7673,0.0033686,0.675697,7.8116,NA
0.61596,0.125,4.9228,25.1478,34.6617,0.000913,0.360065,11.711295,NA
0.06509,0.125,5.3552,47.4584,41.521,0.0094141,0.191676,14.1124,NA
0.51702,0.125,6.8153,116.1994,55.3451,0.0094122,0.264603,9.16688,NA
0.23704,0.125,2.2783,156.8632,58.173,0.0003893,0.176242,0.36632,NA
0.91853,0.125,3.8062,182.2478,36.9258,0.0073303,0.282918,6.908785,NA
0.71537,0.125,7.9505,172.8738,21.8277,0.0005487,0.535741,0.84175,NA
0.38496,0.125,7.3808,179.41,74.9308,0.0085094,0.677977,1.695035,NA
0.60713,0.125,1.3785,72.7662,81.3278,0.0068524,0.353454,7.865765,NA
0.27407,0.125,3.3058,30.0732,1.4466,0.0099035,0.805558,8.993285,NA
0.81877,0.125,9.8727,111.9414,64.5271,0.00725,0.866123,9.829725,NA
0.25959,0.125,7.0137,10.3422,23.0013,0.0076718,0.906432,6.145605,NA
0.01254,0.125,6.9767,110.4836,17.8261,0.0038101,1.045662,15.33481,NA
0.61368,0.125,4.4393,191.121,18.8261,0.0075663,0.264344,6.6025,NA
0.21926,0.125,6.365,65.2074,88.1913,0.0008387,0.606979,15.092205,NA
0.90366,0.125,1.2945,22.746,16.0851,0.0031616,0.321591,10.18347,NA
0.97142,0.125,5.4708,54.8572,1.3683,0.0065959,0.309017,3.578805,NA
0.43928,0.125,2.7301,153.1706,3.2352,0.0059058,0.805499,11.808055,NA
0.55089,0.125,0.3829,13.1916,80.9264,0.007601,0.585875,2.18854,NA
0.61425,0.125,1.7839,106.8902,83.3228,0.0084154,1.06355,10.61746,NA
0.42272,0.125,8.8074,198.3926,77.4834,0.0016689,0.347658,14.268975,NA
0.68621,0.125,3.7938,147.6756,17.0372,0.0036682,0.400735,4.03197,NA
0.45694,0.125,0.7189,132.9258,42.1652,0.0056639,0.821434,5.05751,NA
0.19844,0.125,8.2899,75.252,20.468,0.0062883,0.533825,6.540215,NA
0.93488,0.125,8.5511,34.9336,36.0745,0.0051799,0.775871,13.985895,NA
0.61716,0.125,7.2485,186.9116,49.012,0.0062758,0.77696,14.26767,NA
0.44558,0.125,3.8087,135.9728,54.2396,0.0010871,0.888761,14.11972,NA
0.7473,0.125,0.3006,51.9696,3.5106,0.0003875,1.064957,8.4222,NA
0.22572,0.125,4.0098,86.7138,49.7367,0.0040152,0.566027,5.064345,NA
0.1441,0.125,2.4442,65.0884,65.2469,0.0009656,0.494131,13.67375,NA
0.35958,0.125,6.1969,119.865,22.1585,0.0036633,0.703028,14.3878,NA
0.74811,0.125,4.1174,126.8082,71.9105,0.0038869,0.098915,9.000565,NA
0.42035,0.125,2.9749,132.6542,90.2213,0.0023866,0.996778,14.025605,NA
0.33731,0.125,7.2751,188.6588,98.5004,0.0036229,0.196063,7.019775,NA
0.64345,0.125,6.6138,17.9508,58.1045,0.0059538,0.399807,5.46593,NA
0.03947,0.125,3.6802,184.9288,59.958,0.0067485,0.773116,5.168825,NA
0.5947,0.125,8.0504,196.8658,0.0163,0.0020926,0.753538,1.3008,NA
0.19588,0.125,9.8895,146.6588,43.4871,0.0089656,0.941327,0.69618,NA
0.52942,0.125,6.6025,169.5038,52.2255,0.0059725,0.331142,12.66447,NA
0.63881,0.125,2.9157,126.729,4.3373,0.0083033,0.195877,4.439305,NA
0.2273,0.125,2.6212,179.803,49.892,0.0038029,0.448834,0.23111,NA
0.44443,0.125,5.674,90.2452,74.4981,0.007983,0.232476,5.24277,NA
0.5449,0.125,1.6599,61.5798,52.5681,0.0044474,0.462352,7.127135,NA
0.42291,0.125,1.724,51.7788,87.5416,0.0042137,0.531558,5.297315,NA
0.48345,0.125,4.2756,49.6536,19.4713,0.0070441,0.723488,15.036565,NA
0.74312,0.125,1.7617,136.8096,53.6397,0.0070596,0.75275,12.236685,NA
0.36478,0.125,2.8635,187.7942,65.0043,0.0078186,0.938453,10.59498,NA
0.64402,0.125,8.7141,5.085,10.4771,0.0027288,0.622573,3.86116,NA
0.39644,0.125,2.4836,120.46,4.5808,0.0078088,0.475275,13.024345,NA
0.87026,0.125,4.8733,27.9342,66.9142,0.0081409,1.024959,12.328755,NA
0.9599,0.125,9.7528,13.2318,73.4881,0.0067513,1.036721,14.023025,NA
0.96069,0.125,8.1302,93.8654,62.6493,0.0042967,0.22253,2.06256,NA
0.40752,0.125,2.6172,175.7112,37.1974,0.0083273,0.589308,14.75866,NA
0.12858,0.125,8.0891,181.1624,35.1773,0.0097013,0.511391,12.26349,NA
0.39326,0.125,6.3118,139.2806,21.0785,0.0071473,0.571301,14.369875,NA
0.60398,0.125,1.1611,192.3488,99.2668,0.0024171,0.101942,13.225315,NA
0.67261,0.125,5.9638,121.1564,20.066,0.0070404,0.935339,12.97905,NA
0.6785,0.125,0.9058,11.7186,80.9211,0.0086317,0.183393,7.234535,NA
0.46801,0.125,9.7486,153.3394,3.4314,0.0003733,0.579666,11.53102,NA
0.95059,0.125,5.9508,151.4494,32.5187,0.0050394,0.683577,10.05755,NA
0.28391,0.125,9.4438,42.0396,60.2937,0.0039491,0.595789,3.80897,NA
0.35587,0.125,6.48,1.3782,84.9037,0.0051557,0.666601,7.9153,NA
0.63109,0.125,5.257,32.5788,84.8928,0.0051774,0.526906,0.428175,NA
0.93503,0.125,9.3794,161.825,57.8592,0.0028854,0.200373,11.044725,NA
0.3135,0.125,3.0015,78.2134,71.376,0.0029273,0.258005,3.127445,NA
0.94015,0.125,9.3231,67.8066,89.1108,0.0001668,0.872721,11.584035,NA
0.38212,0.125,6.8844,176.4698,22.0105,0.0026761,0.811556,8.11324,NA
0.66221,0.125,9.1129,177.354,4.3951,0.0023204,0.609205,12.66761,NA
0.58206,0.125,5.8186,9.4288,70.0271,0.0087605,0.078662,11.180635,NA
0.52335,0.125,5.0354,141.1782,11.5862,0.0083547,0.193053,5.931395,NA
0.90437,0.125,2.0925,39.8704,67.4983,0.0083945,0.306384,6.39598,NA
0.82577,0.125,3.0766,114.5542,26.8196,0.0043081,0.455493,4.79454,NA
0.62997,0.125,5.8195,46.2978,2.0398,0.0017199,0.845775,4.101865,NA
0.64405,0.125,0.0928,131.8916,75.2593,0.0003492,0.56356,9.01647,NA
0.86525,0.125,6.149,161.5724,78.7432,0.0063832,0.084145,8.26002,NA
0.21853,0.125,8.8351,12.5448,63.5536,0.0047692,0.644944,13.71988,NA
0.88625,0.125,5.5439,175.5254,33.6972,0.0096192,0.376347,7.82212,NA
0.55052,0.125,8.9449,173.629,71.0905,0.0082384,0.600975,9.130435,NA
0.68857,0.125,7.2218,157.7158,38.7726,0.0093798,0.59097,1.86691,NA
0.09199,0.125,7.7165,137.5238,18.3516,0.0068336,0.102505,2.70197,NA
0.65101,0.125,6.4331,39.5214,44.8547,0.0057972,0.737625,4.750705,NA
0.51108,0.125,9.8086,59.3278,58.3343,0.0017672,0.064074,9.131915,NA
0.07856,0.125,3.4811,151.1692,92.5098,0.0055008,0.837582,14.55501,NA
0.85819,0.125,3.4449,161.5684,63.1555,0.003661,0.841912,9.435975,NA
0.00743,0.125,4.1372,112.1114,86.3263,0.0063327,0.349496,13.044735,NA
0.72934,0.125,5.6146,54.925,86.7126,0.0061554,0.308187,9.64645,NA
0.50488,0.125,5.4035,32.2634,35.2172,0.0048366,0.563452,6.664665,NA
0.22984,0.125,0.0861,80.1838,64.5658,0.0087478,0.833306,5.51468,NA
0.70663,0.125,9.5062,197.3738,20.5127,0.0021294,0.00388,6.75573,NA
0.39635,0.125,4.759,172.8114,23.7771,0.0026959,0.205258,8.51734,NA
0.01199,0.125,9.5481,79.9516,6.7172,0.0054159,0.478948,12.47424,NA
0.62988,0.125,9.2542,175.2776,68.6893,0.0024228,0.848663,3.90693,NA
0.25204,0.125,0.3749,143.2006,31.1556,0.0075819,1.051488,4.74516,NA
0.97377,0.125,1.9862,67.2256,33.3679,0.0003499,0.642583,3.9435,NA
0.22748,0.125,4.008,55.286,90.314,0.0096491,0.812924,5.5393,NA
0.45687,0.125,0.5957,9.9812,45.3185,0.0049276,0.030582,13.706525,NA
0.07342,0.125,4.0647,31.283,90.0446,0.0065548,1.031164,6.910595,NA
0.73476,0.125,8.0637,193.0186,34.1572,0.0028961,0.116278,15.548135,NA
0.90169,0.125,9.6937,91.1272,43.9276,0.0086758,0.573062,0.44417,NA
0.63817,0.125,0.5749,92.499,45.1965,0.0063119,0.747641,14.66318,NA
0.31704,0.125,0.2945,116.3202,84.7582,0.0030603,0.049538,4.86844,NA
0.45673,0.125,9.3656,162.9348,99.4996,0.0010683,0.691747,15.543125,NA
0.5916,0.125,5.9678,18.6544,1.521,0.0036247,0.819604,1.04872,NA
0.81754,0.125,3.948,190.4694,29.5542,0.0007968,0.179265,9.18483,NA
0.34635,0.125,5.3065,167.0286,48.4804,0.0014158,0.892408,12.06669,NA
0.13673,0.125,5.9808,69.3732,80.915,0.0042931,0.0672,10.04535,NA
0.92751,0.125,1.1377,137.194,65.8076,0.0039629,0.412185,14.65421,NA
0.82874,0.125,4.5658,78.9062,17.2857,0.0044878,0.768572,4.286015,NA
0.48796,0.125,9.6155,34.5394,33.8343,0.0066186,0.378053,2.079445,NA
0.05948,0.125,9.1289,124.082,58.1479,0.006528,0.742202,14.64454,NA
0.193,0.125,5.9626,145.3776,48.5124,0.0036532,0.942892,9.452825,NA
0.05616,0.125,2.6607,62.057,96.7908,0.0035801,0.083619,1.078155,NA
0.07276,0.125,4.2116,87.382,59.2528,0.0083071,0.527725,13.65948,NA
0.25378,0.125,5.8246,180.0102,63.7346,0.002524,0.098593,8.046575,NA
0.57693,0.125,2.7794,198.3064,11.4069,0.0039576,0.849702,15.016415,NA
0.39188,0.125,1.3901,45.1792,17.1458,0.0028189,0.831547,12.854055,NA
0.36444,0.125,0.371,73.1632,75.2709,0.0075627,0.382567,9.04257,NA
0.7483,0.125,9.6163,39.4894,78.9681,0.0031508,0.316399,13.898215,NA
0.01565,0.125,2.0668,193.4158,65.7153,0.0069764,0.087401,10.823685,NA
0.06413,0.125,0.6818,15.5422,16.5049,0.0006543,0.186439,14.21376,NA
0.37066,0.125,7.9316,171.0172,0.2369,0.0040968,0.900167,4.33332,NA
0.18223,0.125,1.6046,41.2824,22.9156,0.0059591,0.96927,6.564915,NA
0.57474,0.125,2.3605,144.8702,80.0395,9.44e-05,0.83524,8.62746,NA
0.40454,0.125,1.2417,87.93,78.832,0.0060218,0.354957,14.248665,NA
0.35675,0.125,2.8988,80.352,28.484,0.0020326,0.34484,15.104925,NA
0.73179,0.125,0.6407,91.4066,28.3364,0.0031403,0.13309,5.479005,NA
0.74201,0.125,3.5621,81.5548,61.7378,0.0072939,1.059901,1.039635,NA
0.22693,0.125,5.929,58.0624,38.5503,0.0006949,1.031581,7.584645,NA
0.17853,0.125,9.8514,160.1476,95.9309,0.0064073,0.643789,12.857955,NA
0.97174,0.125,8.563,132.9112,20.7141,0.0037613,0.39699,13.51353,NA
0.59443,0.125,0.9389,131.142,6.4773,0.0087226,0.994947,3.974355,NA
0.64783,0.125,9.5821,183.0858,93.4417,0.0074541,0.991878,7.9083,NA
0.01345,0.125,5.5614,169.7146,64.2333,0.004481,0.427842,2.401105,NA
0.80168,0.125,3.5866,63.6622,32.7928,0.003944,0.194045,12.80087,NA
0.33808,0.125,2.1596,55.5338,66.0154,0.0048137,0.615891,8.18116,NA
0.50541,0.125,6.5981,172.4876,43.7876,0.00466,1.048165,5.42523,NA
0.89882,0.125,4.0024,97.7788,16.277,0.0068611,0.946198,14.715905,NA
0.22118,0.125,9.096,119.4172,98.9002,0.0075546,1.056523,4.57924,NA
0.79004,0.125,5.9466,52.561,14.0589,0.006567,0.36925,11.0806,NA
0.13655,0.125,3.9637,159.618,73.649,0.00912,0.62315,8.96005,NA
0.591,0.125,4.5564,53.0718,99.9347,0.0020201,0.93921,10.414405,NA
0.54493,0.125,2.0357,139.0438,57.4568,0.0057826,0.961378,5.48114,NA
0.35146,0.125,8.2665,107.2636,57.5975,0.0092474,0.031221,12.654275,NA
0.9698,0.125,7.8475,123.7676,91.4397,0.0022321,0.503901,3.91347,NA
0.29855,0.125,3.3608,93.3052,68.1016,0.0022015,0.739978,3.58391,NA
0.56028,0.125,8.9361,56.9778,8.6289,0.0041648,0.198505,7.65761,NA
0.82238,0.125,5.1635,178.5152,53.7345,0.0001912,0.7788,7.571575,NA
0.51298,0.125,1.2171,8.2562,70.3484,0.0079522,0.783222,11.46527,NA
0.97703,0.125,5.781,139.3752,31.0942,0.0002445,0.632609,6.349495,NA
0.20064,0.125,1.3039,110.4928,1.2791,0.0013071,0.00584,8.928975,NA
0.63952,0.125,0.742,180.072,75.6397,0.0085347,0.525325,0.02683,NA
0.58833,0.125,7.8597,98.0866,17.0296,0.0023361,0.489042,1.582575,NA
0.17931,0.125,0.2397,3.98,28.3848,0.0083302,0.877347,6.916345,NA
