"g","mY","gY","mU","gU","mW","gW","e0","eP","eM","mUs"
0.67792,0.125,50.729,7.489375,0.0074827,7.8117,0.005313,0.0052465,0.5148,44.9545,NA
0.79224,0.125,73.214,6.491875,0.0028403,6.8118,0.0038625,0.0073125,0.6418875,1.555,NA
0.98472,0.125,42.394,3.06725,0.0026036,0.1468,0.000792,0.005068,2.8754625,42.6255,NA
0.11431,0.125,8.181,7.226125,0.0054833,9.066,0.0075275,0.0057885,1.7139375,7.6565,NA
0.26235,0.125,4.932,9.1445,0.0071448,3.3323,5e-05,0.0003715,2.28765,34.295,NA
0.11793,0.125,79.588,9.627625,0.0011296,2.4814,0.0045165,0.0098245,0.6100875,16.6045,NA
0.19067,0.125,54.403,7.29225,0.004217,1.5266,0.004467,0.0050325,1.338,15.196,NA
0.22012,0.125,68.095,4.078625,0.0094109,6.3328,0.0064035,0.008865,2.5384125,4.77,NA
0.57055,0.125,30.759,3.379625,0.0059771,4.6106,0.002218,0.0050135,3.572325,31.3855,NA
0.28385,0.125,60.3,3.876125,0.0029475,0.9617,0.0035955,0.003299,1.707375,38.9345,NA
0.77537,0.125,70.266,11.00375,0.0026532,6.8777,0.003842,0.008339,0.3617625,21.952,NA
0.00131,0.125,50.597,11.58425,0.0095639,4.6646,0.0040065,0.0090115,1.240425,47.266,NA
0.08281,0.125,83.07,2.87275,0.0022963,2.4688,0.0011395,0.009306,1.4917125,12.6965,NA
0.51479,0.125,59.659,2.124,0.0011933,5.9358,0.0005155,0.0055595,1.95765,10.61,NA
0.29547,0.125,81.991,4.938125,0.007277,2.1137,0.006932,0.002599,2.2600125,47.426,NA
0.06483,0.125,53.958,10.413625,0.0031171,1.8341,0.0039315,0.0074525,1.841325,14.301,NA
0.33346,0.125,69.08,3.783125,0.004255,7.3402,0.003285,0.0064195,1.2320625,40.9955,NA
0.56725,0.125,96.226,3.532625,0.0016463,0.9397,3.4e-05,0.005517,2.490375,41.481,NA
0.58985,0.125,69.664,6.74825,0.0055939,9.0273,0.00885,0.0093175,2.7588,40.9095,NA
0.83911,0.125,98.219,9.96875,0.0060466,5.7414,0.006828,0.008067,1.81035,26.938,NA
0.94341,0.125,51.167,4.72225,0.0089629,3.5333,0.006269,0.0061455,3.211275,47.739,NA
0.81301,0.125,46.485,5.643375,0.0024395,7.5041,0.006079,0.0062765,2.9954625,7.2555,NA
0.73906,0.125,72.327,1.461,0.0044742,6.9693,0.0015965,0.0088435,0.53355,41.9035,NA
0.79854,0.125,77.855,10.04325,0.0039267,0.526,0.003291,0.0059815,1.3992375,42.8685,NA
0.07602,0.125,81.184,12.033625,0.0018369,2.7178,0.0040865,0.002151,3.3658125,24.2125,NA
0.29061,0.125,84.132,5.32075,0.0086872,7.8194,0.00905,0.006857,1.7394,33.0365,NA
0.62594,0.125,41.793,4.315375,0.008555,7.711,0.0065855,0.001078,3.4849875,38.4305,NA
0.11716,0.125,95.062,11.9045,0.0002649,7.7539,0.0043175,0.009465,0.6670125,49.297,NA
0.51665,0.125,62.561,8.242,0.0097643,1.351,0.0058905,0.0024465,1.5750375,44.8965,NA
0.62938,0.125,65.714,7.126125,0.005825,0.6857,0.0020465,0.005301,1.7485125,5.2085,NA
0.543,0.125,60.407,2.142375,0.0025889,8.0496,0.0054125,0.008957,0.3681375,0.535,NA
0.50487,0.125,84.907,2.59125,0.0046095,2.4046,0.004106,0.005358,1.0360125,34.5185,NA
0.72566,0.125,15.231,5.554375,0.0029999,1.6996,0.0032915,0.008327,0.969375,19.6625,NA
0.80396,0.125,46.139,2.805125,0.0049939,7.1346,0.002635,0.009952,0.1467375,36.294,NA
0.5526,0.125,10.453,3.974375,0.0023491,5.9365,0.009662,0.004192,0.0461625,17.3,NA
0.78315,0.125,55.478,5.326625,0.0030643,9.5479,0.007913,0.004163,3.0602625,0.753,NA
0.54886,0.125,78.243,2.425125,0.0002151,3.0477,0.003233,0.007865,0.0059625,32.7485,NA
0.0625,0.125,91.063,6.109875,0.0085919,8.3807,0.0011075,0.001486,3.0852,16.172,NA
0.77159,0.125,96.934,5.23025,0.0005351,0.0591,0.004202,0.0066625,0.4073625,33.4895,NA
0.7459,0.125,38.802,4.132,0.0019333,6.3117,0.0093095,0.006918,1.0947,37.143,NA
0.19467,0.125,4.093,4.053125,0.0087082,4.2806,0.0019505,0.00084,3.1971,44.274,NA
0.55028,0.125,3.123,4.863375,0.0024107,9.306,0.008783,0.002125,3.697425,32.089,NA
0.7623,0.125,87.487,4.257875,0.0078185,3.1441,0.0012585,0.0012535,2.3722125,46.0595,NA
0.03873,0.125,75.711,2.77825,0.0095912,5.1716,0.0025975,0.0025585,0.828825,28.3565,NA
0.29076,0.125,47.867,8.08225,0.0017338,5.1204,0.0057275,0.002552,0.9544875,44.8465,NA
0.39703,0.125,86.115,7.359875,0.0095011,7.2302,0.0018935,0.004425,2.272875,29.4935,NA
0.77832,0.125,9.644,8.608875,0.0053581,3.4999,0.0080655,0.0005935,2.8969125,3.905,NA
0.82079,0.125,43.378,9.096,0.0064745,7.6548,0.008545,0.0041535,0.5010375,45.062,NA
0.32984,0.125,38.684,6.3355,0.0044208,3.1257,0.0082255,0.0038305,3.5647125,46.7385,NA
0.66691,0.125,74.025,6.048125,0.0074321,2.8209,0.0085825,0.0002275,0.8920875,28.5605,NA
0.80598,0.125,92.843,0.616375,0.0012126,7.3948,0.006162,0.001559,2.1793875,22.055,NA
0.30194,0.125,50.515,2.66075,0.0094737,9.4812,0.00605,0.0023125,1.614075,41.82,NA
0.76753,0.125,7.695,11.1015,0.0082381,0.3439,0.003936,0.0093045,1.7856375,29.8355,NA
0.77321,0.125,20.719,7.454625,0.0075426,1.7108,0.000754,0.0032045,0.960825,32.922,NA
0.17656,0.125,34.12,7.80125,0.0007378,7.6392,0.0096545,0.0028855,1.14645,45.506,NA
0.45008,0.125,69.643,10.55075,0.0025451,4.3392,0.003528,0.004097,1.8918,1.945,NA
0.89179,0.125,6.035,12.106125,0.0051293,3.6853,0.00474,0.0092715,2.2744875,49.927,NA
0.09113,0.125,62.008,11.56575,0.0062561,9.216,0.002423,0.0003975,2.055225,17.4345,NA
0.87354,0.125,34.75,11.446,0.0020845,2.8951,0.007213,0.0060325,3.1467,24.8995,NA
0.40343,0.125,98.355,7.75375,0.0061065,8.0444,0.001185,0.006122,0.2619,6.14,NA
0.32798,0.125,31.683,8.4495,0.0037633,8.5268,0.0008275,6.75e-05,1.5220875,32.6025,NA
0.13639,0.125,20.548,1.9855,0.0095971,4.347,0.0032165,0.0007625,3.00825,19.378,NA
0.84556,0.125,94.024,4.923125,0.0075209,3.5074,0.006224,0.001295,0.082125,33.4355,NA
0.63085,0.125,72.367,0.07825,0.009425,6.5752,0.000485,0.0062715,2.4277125,15.6265,NA
0.57448,0.125,62.488,1.089375,0.0009705,5.8294,0.006089,0.0031695,1.029075,25.217,NA
0.52286,0.125,71.972,8.83125,0.0086735,1.4791,0.0066565,0.0094465,1.2431625,23.659,NA
0.56752,0.125,4.547,11.217375,0.0084814,7.9657,0.001372,0.0082755,2.1725625,40.0185,NA
0.45521,0.125,97.789,1.14625,0.0068061,0.3416,0.007792,0.00032,2.1327375,15.0445,NA
0.83441,0.125,81.703,10.59375,0.0005107,4.0777,0.0051355,0.0017485,0.150075,30.621,NA
0.2778,0.125,85.151,11.841625,0.001776,3.7232,0.009793,0.0075725,2.6553,42.6595,NA
0.30445,0.125,41.726,10.396125,0.0044607,1.9827,0.0055035,0.001565,1.3435125,23.2285,NA
0.51622,0.125,9.108,2.225,0.0091087,1.8509,0.0048455,0.0046295,0.188175,20.8315,NA
0.48877,0.125,28.462,5.087875,0.004424,6.8122,0.004249,0.0022755,1.631475,46.12,NA
0.10402,0.125,84.386,8.02675,0.0001089,2.4249,0.002923,0.000634,0.2047875,7.317,NA
0.462,0.125,47.498,7.20725,9.7e-06,6.8177,0.0073015,0.0090375,0.8762625,17.147,NA
0.49973,0.125,56.275,3.735125,0.0026867,6.1052,5.95e-05,0.0096775,0.0974625,14.6775,NA
0.65318,0.125,0.286,0.207125,0.008085,0.5545,0.009918,0.0051995,0.9940125,46.765,NA
0.19402,0.125,52.482,9.992625,0.0043056,4.1501,0.0006015,0.0058045,1.1979375,28.7215,NA
0.64054,0.125,42.938,10.55,0.0045355,7.0337,0.0035855,0.0098275,0.7813125,3.0775,NA
0.62681,0.125,49.343,9.994875,0.0059004,6.8622,0.0078405,0.003053,2.1011625,13.6215,NA
0.99993,0.125,80.364,10.465625,0.0084973,8.9619,0.00316,0.008462,1.47975,24.731,NA
0.61501,0.125,78.883,6.935375,0.0050989,8.2458,0.0002605,0.0055235,1.6834875,15.112,NA
0.20286,0.125,48.162,9.52275,0.0084784,4.8171,0.0097265,0.0040155,1.718925,30.3695,NA
0.52284,0.125,32.04,1.406125,0.0023556,8.4987,0.004628,0.006691,2.9179125,35.7585,NA
0.1991,0.125,98.676,7.69125,0.0033058,8.5644,0.0070725,0.0002105,0.2453625,33.348,NA
0.48052,0.125,1.218,7.762875,0.0023065,1.9141,0.0018695,0.0070625,2.580675,14.1185,NA
0.27069,0.125,75.951,11.137,0.0002543,6.5964,0.0037445,0.0073775,2.49435,6.6,NA
0.29916,0.125,71.647,2.32925,0.0055982,2.7769,0.005894,0.0067575,2.771925,34.8,NA
0.67183,0.125,59.761,9.08075,0.0094583,7.3918,0.0030495,0.0028745,1.3237125,17.3635,NA
0.83012,0.125,91.44,2.85425,0.0002512,0.4393,0.007783,0.007274,1.053,20.9535,NA
0.47357,0.125,65.016,2.663625,0.0088744,2.7564,0.0044995,0.002595,1.9237875,22.0915,NA
0.63529,0.125,59.26,0.1095,0.0082358,2.0536,0.0097565,0.0053085,1.337625,8.565,NA
0.62487,0.125,85.204,10.897625,0.0068132,1.9815,0.0047395,0.005602,2.0872125,49.8805,NA
0.08444,0.125,88.796,0.602125,0.004366,0.4358,0.009859,0.0067415,3.043425,4.104,NA
0.42271,0.125,10.926,8.180125,0.0010452,3.2086,0.006158,0.0080735,3.1589625,17.596,NA
0.15913,0.125,36.258,3.77025,0.0056309,2.5669,0.0049875,0.0062585,2.3091,38.09,NA
0.54121,0.125,78.067,9.65125,0.0091989,8.5981,0.001592,0.001774,3.507375,36.7765,NA
0.09272,0.125,66.621,7.82725,0.004098,5.1668,0.0057065,0.00251,3.0762,22.09,NA
0.57492,0.125,87.604,6.216875,0.0053565,4.5788,0.0001265,0.004203,0.9321375,22.433,NA
0.32521,0.125,99.109,8.248875,0.0097016,7.8855,0.002244,0.0027375,2.50665,11.465,NA
0.37318,0.125,50.928,2.322875,0.0049731,8.2738,0.0066975,0.0025495,2.6793375,42.606,NA
0.80123,0.125,67.398,11.459125,0.0098481,2.0122,0.0042195,0.0078025,2.756625,15.619,NA
0.39757,0.125,72.785,6.109625,0.0040682,6.9396,0.0092385,0.002668,2.535375,48.2865,NA
0.10108,0.125,6.602,5.247375,0.0060729,7.2762,0.0007295,0.0039205,2.429475,29.5145,NA
0.21485,0.125,74.2,0.003,0.0019563,3.9377,0.00764,0.0011455,3.219,41.239,NA
0.41793,0.125,73.199,10.93475,0.0072906,7.2365,0.004274,1.35e-05,1.497225,36.441,NA
0.64609,0.125,55.232,1.189875,0.0071894,3.0954,0.001792,0.0073475,0.4059375,11.3,NA
0.08181,0.125,20.897,10.5175,0.000511,4.3125,0.0095005,0.001408,0.812175,15.1405,NA
0.83397,0.125,52.103,6.402875,0.0049177,4.545,0.009007,0.0052815,1.4335125,33.914,NA
0.9787,0.125,42.322,3.936625,0.0050037,1.6256,0.008566,0.0075135,2.561025,28.8165,NA
0.91503,0.125,96.968,0.786,0.0076248,5.0724,0.002063,0.004689,0.4488,15.7135,NA
0.73381,0.125,19.42,4.1,0.0049788,0.9383,0.002443,0.002759,0.4307625,8.2705,NA
0.51814,0.125,60.328,11.495125,0.0011843,8.9389,0.000536,0.0044985,1.0167375,5.266,NA
0.42832,0.125,84.472,9.652375,0.001337,1.7091,0.0076725,0.009593,0.79755,0.3545,NA
0.71599,0.125,83.555,6.275625,0.0040615,4.6724,0.00321,0.0079115,1.18905,33.992,NA
0.18658,0.125,65.663,0.45,0.0035339,2.1635,0.0045195,0.0069,0.8178375,11.8005,NA
0.38992,0.125,5.781,5.96875,0.0058417,2.2937,0.000767,0.0040175,2.71305,3.349,NA
0.91359,0.125,44.49,4.6255,0.0044535,9.3033,0.007714,0.002479,3.736725,17.201,NA
0.0335,0.125,30.099,2.407375,0.0052099,4.3291,0.0098955,0.0006545,0.34365,41.2285,NA
0.65934,0.125,88.783,9.4775,0.0069106,5.1123,0.0061315,0.008692,3.322875,2.335,NA
0.41758,0.125,32.677,7.954875,0.0059779,4.5237,0.001689,0.001624,0.8475375,17.398,NA
0.3761,0.125,63.066,1.574375,0.0018326,2.2902,0.0044585,0.003052,0.83745,38.149,NA
0.76204,0.125,40.517,2.6365,0.0011916,2.6998,0.0035185,0.007993,2.9807625,12.1095,NA
0.84697,0.125,59.828,5.339,0.0063777,7.5361,0.0071955,0.009636,2.9328,42.178,NA
0.94928,0.125,64.271,6.64275,0.0047099,2.797,0.008318,0.0080695,2.2698,19.184,NA
0.20187,0.125,67.044,9.66425,0.0065001,8.1035,0.0041275,0.002941,0.088425,12.01,NA
0.278,0.125,49.185,9.7215,0.0050125,7.1335,0.009878,0.008486,1.6912875,11.644,NA
0.94503,0.125,40.483,10.08,0.0025211,3.7809,0.0007315,0.0040895,2.5108125,43.923,NA
0.8608,0.125,50.686,3.5315,0.0066892,5.0686,0.009201,0.0061215,2.0241375,0.2885,NA
0.01457,0.125,39.82,10.656125,0.0043954,4.5322,0.007133,0.009801,1.253025,24.742,NA
0.26091,0.125,63.299,10.684875,0.0092511,8.3897,0.001217,0.004372,1.1080875,6.1435,NA
0.33498,0.125,42.485,3.0275,0.0007039,1.5442,0.003692,0.005638,2.6043375,38.5175,NA
0.46599,0.125,77.301,8.617375,0.0090606,6.3803,0.002003,0.002352,2.1156375,24.0165,NA
0.5883,0.125,41.307,7.75475,0.0049474,9.1802,0.0088355,0.0035835,3.6578625,41.703,NA
0.53847,0.125,16.271,11.712625,0.0099364,9.5125,0.003016,0.0046485,2.838075,4.497,NA
0.00022,0.125,18.715,4.3125,0.0049839,2.9126,0.0096825,0.0057195,2.2520625,24.7815,NA
0.796,0.125,48.466,0.16225,0.0003921,9.7417,0.0027065,0.0035855,1.248375,35.024,NA
0.28738,0.125,40.112,7.200625,0.0050923,8.5464,0.0070445,0.0042545,2.5061625,27.4805,NA
0.08679,0.125,65.569,0.130125,0.0050702,4.51,0.000905,0.003753,1.5547875,37.7395,NA
0.01342,0.125,19.3,1.850375,0.0037224,7.8657,0.0039365,0.0029845,3.0575625,32.106,NA
0.05123,0.125,53.783,12.09075,0.0082141,8.8771,0.0045535,0.007272,1.640325,34.318,NA
0.70765,0.125,32.339,9.574,0.0088433,2.7852,0.0076825,0.000231,1.24455,44.153,NA
0.41522,0.125,38.513,10.955375,0.0050013,4.0218,0.0013225,0.0045225,1.851975,26.3705,NA
0.0036,0.125,32.694,10.458125,0.0050206,1.447,0.00102,0.005208,1.823775,7.156,NA
0.53379,0.125,93.385,3.4525,0.0030791,7.125,0.0017535,0.007526,2.1204,35.026,NA
0.64394,0.125,71.23,4.098625,0.0095479,5.2453,0.0079785,0.001214,0.9037125,30.3645,NA
0.40396,0.125,78.303,1.31725,0.0049293,6.8164,0.001189,0.006996,1.9627125,40.9355,NA
0.22317,0.125,6.281,5.14475,0.0088673,6.1987,0.0026815,0.0035755,0.572625,14.072,NA
0.20788,0.125,39.028,5.9605,0.0096924,5.0485,0.003953,0.007756,1.195425,9.3085,NA
0.94986,0.125,15.306,9.860375,0.0029184,4.915,0.0051135,0.0053715,1.8273375,48.0795,NA
0.34211,0.125,69.117,3.87225,0.0017797,3.082,0.0055355,0.001466,3.6113625,19.681,NA
0.78468,0.125,89.447,2.491,0.0086195,6.5232,0.0033835,0.007772,1.1681625,2.4,NA
0.56247,0.125,62.274,3.462125,0.0060123,7.9404,0.00884,0.009995,0.7477875,40.483,NA
0.76568,0.125,49.924,4.33575,0.0037056,2.4649,0.004293,0.0063755,2.5044375,9.993,NA
0.61086,0.125,16.975,10.41825,0.0036867,4.6064,0.009358,0.001397,1.2859125,30.378,NA
0.34285,0.125,93.53,8.205625,0.0035426,7.0002,0.0091855,0.0086355,3.420675,37.67,NA
0.14084,0.125,95.482,3.927,0.0030776,8.096,0.0053725,0.0099235,3.42015,49.7455,NA
0.99731,0.125,39.636,3.89675,0.0041844,0.3013,0.000124,0.0085825,2.8393875,21.0905,NA
0.34889,0.125,77.222,0.929625,0.0074777,5.8259,0.002011,0.0005785,2.2256625,41.844,NA
0.49681,0.125,47.449,1.572625,0.0020646,8.9227,0.00465,0.005737,0.0925125,4.0245,NA
0.69328,0.125,51.757,1.70775,0.001447,8.6108,0.007955,0.0007355,1.9601625,29.8835,NA
0.45457,0.125,1.546,2.440625,0.006525,1.5681,0.004004,0.0039095,3.1332375,25.796,NA
0.35294,0.125,12.418,4.499875,0.0002625,9.5631,0.0048125,0.0038645,1.492125,39.0475,NA
0.97214,0.125,27.806,2.564375,0.0050546,2.4502,0.007175,0.0094525,1.9353375,6.199,NA
0.49301,0.125,63.869,4.1675,0.0004981,4.1458,0.00558,0.003649,0.98625,14.08,NA
0.91523,0.125,50.379,6.36725,0.0080719,3.5681,0.0064705,0.006269,2.75865,5.9425,NA
0.71842,0.125,15.662,5.41475,0.0091907,5.7447,0.002888,0.007715,2.7006375,37.1365,NA
0.08817,0.125,69.398,4.5325,0.0002317,7.6228,0.0057455,0.0076285,0.9158625,49.3415,NA
0.37346,0.125,82.311,0.318375,0.0071097,4.8999,0.004081,0.0028755,1.999875,31.282,NA
0.43595,0.125,82.772,4.8205,0.0097899,5.8929,0.006393,0.009074,2.5401,12.058,NA
0.92323,0.125,69.601,1.7075,0.001699,2.7956,0.0081,0.0090465,1.6162125,41.128,NA
0.06962,0.125,12.279,2.587625,0.0067602,1.2156,0.006179,0.0083235,0.1653375,43.1655,NA
0.99489,0.125,65.08,10.829375,0.0011856,3.6707,0.00872,0.00974,1.127475,32.7725,NA
0.49344,0.125,29.798,3.847375,0.0034057,3.82,0.008651,0.009212,3.7425375,10.967,NA
0.66005,0.125,77.781,1.71625,0.006963,8.5932,0.002645,0.0036285,2.346825,7.1585,NA
0.05901,0.125,99.247,8.931625,0.0031315,9.6181,0.001542,0.006323,3.04545,32.6085,NA
0.66377,0.125,18.551,1.091,0.0044461,1.8163,0.00015,0.008889,0.745725,9.6115,NA
0.55469,0.125,37.632,7.52825,0.0059548,7.0118,0.005631,0.000539,0.0259125,29.851,NA
0.66055,0.125,40.088,11.04275,0.0005219,2.8525,0.0031545,0.00997,1.2846,21.181,NA
0.34894,0.125,76.713,8.786625,0.0069882,9.8325,0.0012265,0.0061355,2.4383625,42.65,NA
0.90602,0.125,52.028,7.641625,0.0086786,4.9948,0.0043495,0.003887,1.6765125,24.0125,NA
0.00889,0.125,12.882,0.65275,0.0015271,8.837,0.001068,0.0026185,1.037175,18.4595,NA
0.47361,0.125,91.457,10.564875,0.0009094,5.8508,0.0014045,0.0026655,2.97855,19.6915,NA
0.60702,0.125,97.408,5.269375,0.0020934,3.5315,0.0067815,0.0021375,0.1002,41.1635,NA
0.88753,0.125,36.808,9.701875,0.0087902,1.3093,0.0042905,0.005934,1.4859,34.7235,NA
0.17256,0.125,48.287,3.612,0.000775,0.7667,0.0008315,0.0063695,0.762825,41.186,NA
0.25534,0.125,25.525,7.949625,0.0081625,1.4021,0.003967,0.008571,0.7809,10.831,NA
0.22539,0.125,78.622,3.406625,0.0090708,9.6343,0.003154,0.0080905,1.7064375,35.512,NA
0.82639,0.125,47.667,0.559125,9.18e-05,8.7648,0.000216,0.0062665,1.901175,8.2245,NA
0.22882,0.125,89.472,8.946875,2.64e-05,3.6905,0.0010585,0.006441,1.79715,44.184,NA
0.0339,0.125,14.979,3.88425,0.0063135,6.8451,0.0012375,6.45e-05,2.29305,28.647,NA
0.84118,0.125,78.514,6.15325,0.003605,6.5101,0.001661,0.0031255,0.2459625,40.311,NA
0.36762,0.125,62.343,9.107375,0.0026221,1.1957,0.002706,0.0050725,2.78385,4.1095,NA
0.77859,0.125,5.456,11.131875,0.0049099,9.8146,0.0095055,0.0096955,0.977925,21.249,NA
0.47997,0.125,49.416,7.76275,0.0093945,1.0418,0.00969,0.008909,3.019575,49.7285,NA
0.59611,0.125,98.121,8.32525,0.0089561,8.2362,0.004146,0.004157,2.1862125,35.365,NA
0.18701,0.125,32.541,3.722375,0.0017822,4.2606,0.0029615,0.0011515,1.655925,12.023,NA
0.40826,0.125,43.674,0.62125,0.0084839,3.8296,0.00977,0.008624,1.1144625,46.6365,NA
0.85723,0.125,89.78,4.207375,0.0012485,6.4064,0.008424,0.0065575,2.26185,3.836,NA
0.23723,0.125,43.856,4.103125,0.0048917,1.6443,0.00936,0.001076,1.0929375,0.762,NA
0.73122,0.125,36.104,2.250375,0.0076899,1.0899,0.005095,0.002432,3.060825,2.228,NA
0.99006,0.125,25.98,2.680625,0.0061515,4.8607,0.003248,0.0088865,3.4302375,33.381,NA
0.15024,0.125,3.594,11.901,0.009266,0.8438,0.001071,0.0085205,2.430675,42.0645,NA
0.87414,0.125,18.085,11.123,0.0048717,7.0592,0.0070785,0.0024735,2.23065,45.768,NA
0.6784,0.125,66.588,9.690625,0.0061011,4.4743,0.0079705,0.0030265,2.8010625,0.708,NA
0.22838,0.125,49.864,11.14375,0.0086407,1.6854,0.0095075,0.00409,0.8833125,6.887,NA
0.97906,0.125,29.664,1.494125,0.0050617,7.7694,0.0029215,0.0068925,1.31925,23.5045,NA
0.10916,0.125,93.328,4.99575,0.0083441,9.7469,0.00598,0.0074575,0.9997875,20.3125,NA
0.16072,0.125,39.031,3.558,0.0083397,4.4608,0.001917,0.0049275,3.4285875,30.5925,NA
0.50328,0.125,47.428,11.75625,0.0053058,9.0828,0.009685,0.002899,1.710825,4.766,NA
0.11697,0.125,58.928,1.08925,0.0076766,7.3954,0.006163,0.0095105,3.3600375,9.1065,NA
0.28442,0.125,15.715,1.726,0.0067154,2.5435,0.007342,0.0081515,1.5819,47.0595,NA
0.03113,0.125,13.341,11.819875,0.0023539,7.17,0.009726,0.007449,2.799975,18.1395,NA
0.4844,0.125,96.817,7.000375,0.0010597,9.3266,0.0010935,0.009993,3.383175,43.083,NA
0.86924,0.125,52.61,3.650375,0.0091926,0.2483,0.005091,0.0085745,1.9573875,14.8905,NA
0.54538,0.125,22.12,8.16275,0.000651,1.1764,0.0055485,0.003566,2.5861875,46.4935,NA
0.52094,0.125,21.651,8.096125,0.000954,6.8237,0.0038995,0.0090225,0.8531625,14.6215,NA
0.56106,0.125,19.876,12.291625,0.0090256,8.5826,0.001525,0.0061395,1.7211375,37.105,NA
0.72822,0.125,75.248,6.30025,0.006547,6.3484,0.00299,0.0083455,0.270225,3.1245,NA
0.7438,0.125,8.044,5.071375,0.0028628,1.1248,0.0062245,0.007851,3.6228,32.389,NA
0.90711,0.125,50.286,2.98275,0.0038825,3.7449,0.0052665,0.0034785,1.46955,46.153,NA
0.72972,0.125,13.503,7.027,0.0049072,7.858,0.0022945,0.00033,0.964725,39.181,NA
0.52201,0.125,92.852,5.24775,0.0085228,8.5722,0.0024325,0.0004965,1.90245,3.1295,NA
0.74751,0.125,7.125,6.17,0.0090176,2.534,0.0067755,0.0008175,2.1213,8.9425,NA
0.6178,0.125,47.124,11.900125,0.0093448,8.7421,0.00988,0.004567,1.7880375,40.001,NA
0.61857,0.125,34.746,2.472625,0.0077983,9.7304,0.003483,0.009051,0.2993625,47.011,NA
0.71735,0.125,4.627,2.540125,0.0057227,6.3665,0.009978,0.0070765,1.8429,16.3965,NA
0.9136,0.125,33.981,9.17775,0.0029783,7.3422,0.00574,0.007432,0.4014375,28.8755,NA
0.63859,0.125,36.904,11.67175,0.0065239,0.0589,0.0073845,0.00522,2.9057625,37.3965,NA
0.46475,0.125,40.994,10.391875,0.0040503,7.2415,0.009403,0.005409,2.9563875,27.1005,NA
0.47259,0.125,12.566,1.931,0.0061408,9.1969,0.00874,0.003933,2.3055,36.305,NA
0.35704,0.125,15.453,9.24425,0.0083562,3.8507,0.006555,0.0004285,0.3414375,27.755,NA
0.63864,0.125,40.254,1.169375,0.0034101,7.7914,0.000615,0.0001995,2.2044,4.8415,NA
0.58501,0.125,98.846,5.07675,0.009418,5.9359,0.0082445,0.0051855,2.248875,23.702,NA
0.09849,0.125,28.147,4.345875,0.0012378,1.984,0.0073315,0.0077555,0.982875,38.218,NA
0.98503,0.125,63.037,0.099,0.004746,8.7595,0.0082455,0.0072865,2.9368875,7.458,NA
0.23279,0.125,68.404,7.3235,0.0071281,2.8916,0.0096985,5.65e-05,2.38725,37.554,NA
0.83929,0.125,15.035,12.085375,0.0068441,4.1207,0.004768,0.0096035,0.71085,35.2205,NA
0.72247,0.125,34.042,1.026125,0.0099337,0.6004,0.0019755,0.007569,3.692025,9.0685,NA
0.78466,0.125,86.447,0.370875,0.0086461,3.5164,0.0008015,0.0088365,3.5587125,15.753,NA
0.90843,0.125,36.054,7.750875,0.0074824,5.7146,0.0002865,0.0086905,1.2297375,2.6845,NA
0.14137,0.125,38.375,12.262375,0.0096135,1.4986,0.007116,0.00843,1.8133875,41.912,NA
0.21543,0.125,51.206,12.433625,0.0073143,3.327,0.008149,0.0053895,1.0808625,48.636,NA
0.92022,0.125,72.331,5.211375,0.0076363,1.2073,0.001195,0.0069575,2.4223125,48.4155,NA
0.30624,0.125,68.9,9.87325,0.0006112,9.5784,0.008489,0.007226,3.5817,4.856,NA
0.43612,0.125,87.387,9.289,0.0013331,1.3422,0.004302,0.0023175,0.288525,26.3685,NA
0.82249,0.125,62.877,11.267875,0.0074753,8.5727,0.009984,0.009613,3.66165,43.434,NA
0.81687,0.125,33.84,0.845,0.0003244,2.4856,0.002528,0.00494,1.191525,7.778,NA
0.89533,0.125,46.406,6.784,0.003492,6.9654,0.004592,0.0017565,1.376325,17.395,NA
0.38293,0.125,62.705,3.2695,0.006273,2.9835,0.001779,0.006158,0.9529875,17.5315,NA
0.3429,0.125,63.811,7.266,0.0090996,2.2738,0.006786,0.0039955,0.514425,15.755,NA
0.47758,0.125,6.163,6.282375,0.0025495,1.7821,0.009048,0.0095395,2.231775,7.092,NA
0.02834,0.125,12.968,2.2195,0.0091463,4.3708,0.004239,0.0089275,6e-04,49.128,NA
0.57901,0.125,12.782,4.564875,0.0059031,0.5113,0.005774,0.008237,1.0255125,35.814,NA
0.98647,0.125,82.773,6.99525,0.0054003,8.1472,0.009817,0.0049065,0.5212875,31.664,NA
0.86458,0.125,41.03,5.38425,0.0031405,1.9252,0.003374,0.007117,0.7347375,15.7665,NA
0.11711,0.125,85.377,1.73325,0.0056989,4.8702,0.006893,0.00611,2.553375,31.308,NA
0.49895,0.125,4.783,7.99475,0.0089248,1.8632,0.0027725,0.0087755,3.0246375,11.4825,NA
0.02528,0.125,8.216,3.414125,0.0003361,3.913,0.0016745,0.009733,0.2024625,3.8775,NA
0.81083,0.125,18.851,5.6235,0.0063639,7.6226,0.0042525,0.008451,1.77405,41.975,NA
0.1539,0.125,47.105,12.003625,0.0043625,6.2418,0.00514,0.0026485,1.041525,1.7955,NA
0.7553,0.125,50.322,10.069625,0.006893,1.8546,0.008902,0.0026135,2.7969375,4.456,NA
0.42688,0.125,28.989,11.203,0.0013207,5.9232,0.0068215,0.007242,1.3966875,42.129,NA
0.62073,0.125,11.606,10.579,0.0044062,3.0144,0.00799,0.0026795,2.892225,20.6185,NA
0.15853,0.125,66.355,9.735375,0.0005121,9.6933,0.005909,0.006569,0.9985125,26.4295,NA
